Title,Reference,Publication Date,Risk Level,Impact Level,Affected Systems,Vulnerability Summary,Solution,URL
Vulnérabilités critiques dans plusieurs produits Microsoft (Patch Tuesday Avril 2023),41331204/23,12 avril 2023,Important,Important,"Send Customer Voice survey from Dynamics 365, Visual Studio Code, Microsoft Dynamics 365 (on-premises) version 9.1, Microsoft Dynamics 365 (on-premises) version 9.0, Microsoft Visual Studio 2022 version 17.5, Microsoft Visual Studio 2022 version 17.0, Microsoft Visual Studio 2022 version 17.2, Microsoft Visual Studio 2022 version 17.4, Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10), Microsoft Visual Studio 2017 version 15.9 (includes 15.0 - 15.8), .NET 7.0, .NET 6.0, Microsoft Malware Protection Engine","Microsoft annonce la correction de plusieurs vulnérabilités critiques affectant les produits Microsoft susmentionnés. L’exploitation de ces vulnérabilités peut permettre à un attaquant de réussir une élévation de privilèges, d’exécuter du code arbitraire à distance, de porter atteinte à la confidentialité de données, de réussir une usurpation d’identité et de contourner la politique de sécurité.",Veuillez se référer au bulletin de sécurité Microsoft du 12 Avril 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-plusieurs-produits-microsoft-patch-tuesday-avril-2023
Vulnérabilités corrigées dans SAMBA,41080304/23,03 avril 2023,Modéré,Modéré,"Samba versions 4.16.x antérieures à 4.16.10, Samba versions 4.17.x antérieures à 4.17.7, Samba versions 4.18.x antérieures à 4.18.1",Plusieurs vulnérabilités affectant Samba ont été corrigées. L'exploitation de ces vulnérabilités peut permettre à un attaquant distant de contourner la politique de sécurité ou d’accéder à des informations confidentielles.,Veuillez-vous référer au bulletin de sécurité de Samba afin d'installer les nouvelles mises à jour,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-corrigees-dans-samba-0
Vulnérabilités critiques dans Synology Mail Station,42620307/23,03 juillet 2023,Critique,Critique,"Mail Station pour DSM 7.2 sans le correctif de sécurité 20230626-20322, Mail Station pour DSM 7.1 sans le correctif de sécurité 20230626-10322, Mail Station pour DSM 7.0 sans le correctif de sécurité 20230626-10322, Mail Station pour DSM 2.2 sans le correctif de sécurité 20230626-0322",Plusieurs vulnérabilités critiques ont été corrigées dans Synology Mail Station. Un attaquant pourrait exploiter ces failles afin d’injecter des commandes SQL.,Veuillez se référer au bulletin de sécurité MongoDB du 21 Juin 2023 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-synology-mail-station
Vulnérabilité dans les produits QNAP,44482410/23,24 octobre 2023,Important,Important,QUSBCam2 2.0.3 et versions antérieures,QNAP annonce la disponibilité de mises à jour de sécurité permettant la correction d’une vulnérabilité affectant QUSBCam2. L'exploitation de cette vulnérabilité peut permettre à un attaquant d’exécuter des commandes arbitraires à distance.,Veuillez se référer au bulletin de sécurité QNAP du 21 octobre 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-les-produits-qnap
Vulnérabilités dans Google Chrome,50463010/24,30 octobre 2024,Important,Important,"Chrome versions antérieures à 130.0.6723.91/.92 pour Windows et Mac, Chrome versions antérieures à  130.0.6723.91 pour Linux",Google a publié des mises à jour de sécurité pour corriger deux vulnérabilités affectant Google chrome. L’exploitation de ces failles peut permettre à un attaquant de prendre le contrôle du système affecté.,Veuillez se référer au bulletin de sécurité Google 29 octobre 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-google-chrome-15
Vulnérabilités dans les produits Atlassian,49501809/24,18 septembre 2024,Important,Important,"Confluence Server versions 7.x antérieures à 7.19.26, Confluence Server versions 7.20.x à 8.x antérieures à 8.5.12, Confluence Data Center versions antérieures à 7.19.26, Confluence Data Center versions 8.9.x antérieures à 8.9.4, Confluence Data Center versions 7.20.x à 8.x antérieures à 8.5.12",Deux vulnérabilités ont été corrigées dans les produits Atlassian susmentionnés. L’exploitation de ces failles peut permettre à un attaquant de causer un déni de service.,Veuillez se référer au bulletin de sécurité Atlassian du  17 septembre 2024 pour plus d’infirmation.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-atlassian-0
Vulnérabilité critique dans les produits Apple,43801509/23,15 septembre 2023,Important,Important,"iOS 15.7.9, iPadOS 15.7.9, macOS Big Sur 11.7.10, macOS Monterey 12.6.9",Apple a publié des mises à jour de sécurité corrigeant une vulnérabilité critique affectant les produits susmentionnés. Cette vulnérabilité identifiée sous « CVE-2023-41064» est activement exploitée permettant à un attaquant d’exécuter du code arbitraire et de réussir une élévation de privilèges.,Veuillez se référer aux bulletins de sécurité Apple du 11 Septembre 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-dans-les-produits-apple
Vulnérabilité dans les produits industriels de Schneider Electric,43771409/23,14 septembre 2023,Important,Important,Schneider Electric IGSS Update Service versions antérieures à 16.0.0.23212,Une vulnérabilité a été corrigée dans les produits industriels susmentionnés de Schneider Electric. L’exploitation de cette faille permet à un attaquant d’exécuter du code arbitraire à distance.,"Veuillez se référer au bulletin de sécurité Schneider Electric 12 Septembre 2023, afin d’installer les dernières mises à jour.",https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-les-produits-industriels-de-schneider-electric
Vulnérabilités critiques affectant Cisco Smart Licensing Utility activement exploitées,53442103/25,21 mars 2025,Critique,Critique,Cisco Smart License Utility version antérieure à 2.3.0,Deux vulnérabilités critiques affectant les versions susmentionnées de son produit Smart Licensing Utility et corrigées en Septembre 2024 sont activement exploitées. Ces vulnérabilités qui ont déjà fait l’objet du bulletin de sécurité « 49170509/24» du maCERT peuvent permettre à un attaquant distant d’accéder à des données confidentielles de de prendre le contrôle sur le  système vulnérable.,Veuillez se référer au bulletin de sécurité de Cisco pour l'obtention des correctifs.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-affectant-cisco-smart-licensing-utility-activement-exploitees
Vulnérabilités critiques dans les routeurs ASUS,47952006/24,20 juin 2024,Critique,Critique,"ZenWiFi XT8, ZenWiFi XT8 V2, RT-AX88U, RT-AX58U, RT-AX57, RT-AC86U, RT-AC68U, DSL-N12U_C1, DSL-N12U_D1, DSL-N14U, DSL-N14U_B1, DSL-N16, DSL-N17U, DSL-N55U_C1, DSL-N55U_D1, DSL-N66U, DSL-AC51, DSL-AC750, DSL-AC52U, DSL-AC55U, DSL-AC56U, DSL-N10_C1, DSL-N10_D1, DSL-N10P_C1 (End-of-life), DSL-N12E_C1 (End-of-life), DSL-N16P, DSL-N16U (End-of-life), DSL-AC52, DSL-AC55 (End-of-life)",ASUS a publié des mises à jour de sécurité pour corriger deux vulnérabilités critiques (CVE-2024-3080 et CVE-2024-3912) dans leurs routeurs. Les vulnérabilités sont les suivantes :CVE-2024-3080 : Une vulnérabilité de contournement d'authentification qui peut permettre à un attaquant distant de se connecter à un appareil sans authentification.CVE-2024-3912 : Une vulnérabilité qui peut permettre à un attaquant distant non authentifié d'exécuter des commandes système arbitraires sur un appareil.,Veuillez se référer au bulletin de sécurité ASUS pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-routeurs-asus
VULNÉRABILITÉS DANS IBM RATIONAL CLEARCASE,42441606/23,16 juin 2023,Important,Important,"IBM Rational ClearCase 10.0.0 et versions antérieures, IBM Rational ClearCase 9.1 et versions antérieures, IBM Rational ClearCase 9.0.2 et versions antérieures","Plusieurs vulnérabilités ont été corrigées dans les versions susmentionnées de IBM Rational ClearCase. L'exploitation de ces failles peut permettre à un attaquant de porter atteinte à la confidentialité des données, de réussir une injection de code indirecte à distance (XSS) et une élévation de privilèges.",Veuillez se référer au bulletin de sécurité IBM du 15 Juin 2023.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-ibm-rational-clearcase
Vulnérabilité critique affectant les routeurs D-link,51072211/24,22 novembre 2024,Critique,Critique,"DSR-150 versions du firmware 3.13 à 3.17B901C, DSR-150N versions du firmware 3.13 à  3.17B901C, DSR-250 versions du firmware 3.13 à  3.17B901C, DSR-250N versions du firmware 3.13 à  3.17B901C",D-Link annonce la découverte d’une vulnérabilité critique affectant ses routeurs susmentionnés. L'exploitation de cette vulnérabilité peut  permettre à un attaquant distant non authentifié d’exécuter du code arbitraire.,Les routeurs concernés par cette vulnérabilité ne sont plus supportés par D-Link. Il est recommandé de changer ces routeurs par d’autres bénéficiant du support de l’éditeur.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-les-routeurs-d-link
Vulnérabilités dans PHP,53311503/25,15 mars 2025,Important,Important,"PHP versions 8.1.x antérieures à 8.1.32, PHP versions 8.2.x antérieures à 8.2.28, PHP versions 8.3.x antérieures à 8.3.19, PHP versions 8.4.x antérieures à 8.4.5","PHP a publié des mises à jour de sécurité corrigeant plusieurs vulnérabilités affectant les versions susmentionnées de PHP. L'exploitation réussie de ces vulnérabilités pourrait permettre à un attaquant de contourner la politique de sécurité, de causer un déni de service et de porter atteinte à la confidentialité des données.",Veuillez se référer au bulletin de sécurité PHP du 13 Mars 2025 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-php-4
VULNÉRABILITÉ « ZERO-DAY » AFFECTANT LE NAVIGATEUR GOOGLE CHROME,39360512/22,05 décembre 2022,Modéré,Important,"contact-dsr@dgssi.gov.ma, Tél : +212 5 37 54 03 95, Fax : +212 5 37 71 39 73",Google vient de publier une mise à jour de sécurité qui permet de corriger une vulnérabilité « Zero-Day » activement exploitée affectant le navigateur Google Chrome. L’exploitation de cette vulnérabilité peut permettre à un attaquant distant d’exécuter du code arbitraire.,Veuillez se référer au bulletin de Google afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-zero-day-affectant-le-navigateur-google-chrome
Vulnérabilités affectant le système d’exploitation Android,40700803/23,08 février 2023,Modéré,Important,"Elévation de privilèges, Exécution de code arbitraire, Accès à des données confidentielles, Déni de service","Google annonce la correction de plusieurs vulnérabilités affectant son système d’exploitation Android. L'exploitation de ces vulnérabilités peut permettre à un attaquant distant d’exécuter du code arbitraire, d’accéder à des données confidentielles, d’élever ses privilèges ou de causer un déni de service.",Veuillez se référer aux bulletins de sécurité d’Android pour mettre à jours vos équipements,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-le-systeme-dexploitation-android-0
Vulnérabilité dans les produits industriels de Schneider Electric,43811511/23,15 novembre 2023,Important,Important,"Schneider Electric Advanced Reporting and Dashboards Module for EcoStruxure Power Operation versions 2020 antérieures à 2020 CU3, Schneider Electric Advanced Reporting and Dashboards Module for EcoStruxure Power Operation versions 2021 antérieures à 2021 CU2, Schneider Electric Advanced Reporting and Dashboards Module for EcoStruxure Power SCADA Operation (PSO) versions 2020 antérieures à 2020 CU3, Schneider Electric EcoStruxure Power Monitoring Expert (PME) versions 2020 antérieures à 2020 CU3, Schneider Electric EcoStruxure Power Monitoring Expert (PME) versions 2021 antérieures à 2021 CU2, Schneider Electric Galaxy VS version 6.82, Schneider Electric Galaxy VL version 12.21, PowerLogic ION8650 toutes versions sans le dernier correctif de sécurité, PowerLogic ION8800 toutes versions sans le dernier correctif de sécurité","Plusieurs vulnérabilités ont été corrigées dans les produits industriels susmentionnés de Schneider Electric. L’exploitation de ces failles permet à un attaquant d’injecter de code indirecte à distance (XSS), de contourner la politique de sécurité et de porter atteinte à la confidentialité des données.","Veuillez se référer au bulletin de sécurité Schneider Electric 14 novembre 2023, afin d’installer les dernières mises à jour.",https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-les-produits-industriels-de-schneider-electric-0
Vulnérabilités dans les produits Jenkins,53660304/25,03 avril 2025,Important,Important,"Jenkins (core) Versions antérieures à 2.504 (weekly) / 2.492.3 (LTS), Cadence vManager Plugin Versions antérieures à 4.0.1-286.v9e25a_740b_a_48, Simple Queue Plugin Versions antérieures à 1.4.7, Templating Engine Plugin Versions antérieures à 2.5.4","Jenkins a publié un avis de sécurité corrigeant de multiples vulnérabilités affectant Jenkins core et divers plugins. L’exploitation de ces failles peut permettre à un attaquant de contourner la politique de sécurité, d'exécuter du code arbitraire ou de porter atteinte à la confidentialité des données.",Veuillez se référer au bulletin de sécurité Jenkins du 02 Avril 2025.  Il est recommandé de : Mettre à jour les produits affectés dès que possible.Faire une rotation des clés API et mots de passe stockés dans les configurations de jobs.Considérer la suppression ou la désactivation des plugins sans correctifs pour limiter les risques.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-jenkins-2
